Medicamento,Departamento,Mes,Ventas
Fenobarbital 10 mg tabletas,Boyacá,Jul,41
Fenobarbital 10 mg tabletas,Boyacá,Ago,0
Fenobarbital 10 mg tabletas,Boyacá,Sep,NA
Fenobarbital 10 mg tabletas,Boyacá,Oct,NA
Fenobarbital 10 mg tabletas,Boyacá,Nov,NA
Fenobarbital 10 mg tabletas,Boyacá,Dic,NA
Fenobarbital 10 mg tabletas,Caldas,Ene,6
Fenobarbital 10 mg tabletas,Caldas,Feb,13
Fenobarbital 10 mg tabletas,Caldas,Mar,30
Fenobarbital 10 mg tabletas,Caldas,Abr,11
Fenobarbital 10 mg tabletas,Caldas,May,16
Fenobarbital 10 mg tabletas,Caldas,Jun,4
Fenobarbital 10 mg tabletas,Caldas,Jul,8
Fenobarbital 10 mg tabletas,Caldas,Ago,6
Fenobarbital 10 mg tabletas,Caldas,Sep,NA
Fenobarbital 10 mg tabletas,Caldas,Oct,NA
Fenobarbital 10 mg tabletas,Caldas,Nov,NA
Fenobarbital 10 mg tabletas,Caldas,Dic,NA
Fenobarbital 10 mg tabletas,Caquetá,Ene,0
Fenobarbital 10 mg tabletas,Caquetá,Feb,0
Fenobarbital 10 mg tabletas,Caquetá,Mar,0
Fenobarbital 10 mg tabletas,Caquetá,Abr,0
Fenobarbital 10 mg tabletas,Caquetá,May,3
Fenobarbital 10 mg tabletas,Caquetá,Jun,0
Fenobarbital 10 mg tabletas,Caquetá,Jul,9
Fenobarbital 10 mg tabletas,Caquetá,Ago,0
Fenobarbital 10 mg tabletas,Caquetá,Sep,NA
Fenobarbital 10 mg tabletas,Caquetá,Oct,NA
Fenobarbital 10 mg tabletas,Caquetá,Nov,NA
Fenobarbital 10 mg tabletas,Caquetá,Dic,NA
Fenobarbital 10 mg tabletas,Casanare,Ene,0
Fenobarbital 10 mg tabletas,Casanare,Feb,8
Fenobarbital 10 mg tabletas,Casanare,Mar,0
Fenobarbital 10 mg tabletas,Casanare,Abr,0
Fenobarbital 10 mg tabletas,Casanare,May,0
Fenobarbital 10 mg tabletas,Casanare,Jun,12
Fenobarbital 10 mg tabletas,Casanare,Jul,12
Fenobarbital 10 mg tabletas,Casanare,Ago,0
Fenobarbital 10 mg tabletas,Casanare,Sep,NA
Fenobarbital 10 mg tabletas,Casanare,Oct,NA
Fenobarbital 10 mg tabletas,Casanare,Nov,NA
Fenobarbital 10 mg tabletas,Casanare,Dic,NA
Fenobarbital 10 mg tabletas,Cauca,Ene,0
Fenobarbital 10 mg tabletas,Cauca,Feb,0
Fenobarbital 10 mg tabletas,Cauca,Mar,0
Fenobarbital 10 mg tabletas,Cauca,Abr,0
Fenobarbital 10 mg tabletas,Cauca,May,0
Fenobarbital 10 mg tabletas,Cauca,Jun,0
Fenobarbital 10 mg tabletas,Cauca,Jul,0
Fenobarbital 10 mg tabletas,Cauca,Ago,0
Fenobarbital 10 mg tabletas,Cauca,Sep,NA
Fenobarbital 10 mg tabletas,Cauca,Oct,NA
Fenobarbital 10 mg tabletas,Cauca,Nov,NA
Fenobarbital 10 mg tabletas,Cauca,Dic,NA
Fenobarbital 10 mg tabletas,Cesar,Ene,0
Fenobarbital 10 mg tabletas,Cesar,Feb,5
Fenobarbital 10 mg tabletas,Cesar,Mar,1
Fenobarbital 10 mg tabletas,Cesar,Abr,5
Fenobarbital 10 mg tabletas,Cesar,May,0
Fenobarbital 10 mg tabletas,Cesar,Jun,0
Fenobarbital 10 mg tabletas,Cesar,Jul,0
Fenobarbital 10 mg tabletas,Cesar,Ago,0
Fenobarbital 10 mg tabletas,Cesar,Sep,NA
Fenobarbital 10 mg tabletas,Cesar,Oct,NA
Fenobarbital 10 mg tabletas,Cesar,Nov,NA
Fenobarbital 10 mg tabletas,Cesar,Dic,NA
Fenobarbital 10 mg tabletas,Chocó,Ene,NA
Fenobarbital 10 mg tabletas,Chocó,Feb,NA
Fenobarbital 10 mg tabletas,Chocó,Mar,NA
Fenobarbital 10 mg tabletas,Chocó,Abr,NA
Fenobarbital 10 mg tabletas,Chocó,May,NA
Fenobarbital 10 mg tabletas,Chocó,Jun,NA
Fenobarbital 10 mg tabletas,Chocó,Jul,NA
Fenobarbital 10 mg tabletas,Chocó,Ago,NA
Fenobarbital 10 mg tabletas,Chocó,Sep,NA
Fenobarbital 10 mg tabletas,Chocó,Oct,NA
Fenobarbital 10 mg tabletas,Chocó,Nov,NA
Fenobarbital 10 mg tabletas,Chocó,Dic,NA
Fenobarbital 10 mg tabletas,Córdoba,Ene,0
Fenobarbital 10 mg tabletas,Córdoba,Feb,0
Fenobarbital 10 mg tabletas,Córdoba,Mar,0
Fenobarbital 10 mg tabletas,Córdoba,Abr,0
Fenobarbital 10 mg tabletas,Córdoba,May,0
Fenobarbital 10 mg tabletas,Córdoba,Jun,0
Fenobarbital 10 mg tabletas,Córdoba,Jul,0
Fenobarbital 10 mg tabletas,Córdoba,Ago,NA
Fenobarbital 10 mg tabletas,Córdoba,Sep,NA
Fenobarbital 10 mg tabletas,Córdoba,Oct,NA
Fenobarbital 10 mg tabletas,Córdoba,Nov,NA
Fenobarbital 10 mg tabletas,Córdoba,Dic,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Ene,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Feb,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Mar,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Abr,NA
Fenobarbital 10 mg tabletas,Cundinamarca,May,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Jun,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Jul,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Ago,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Sep,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Oct,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Nov,NA
Fenobarbital 10 mg tabletas,Cundinamarca,Dic,NA
Fenobarbital 10 mg tabletas,La Guajira,Ene,NA
Fenobarbital 10 mg tabletas,La Guajira,Feb,NA
Fenobarbital 10 mg tabletas,La Guajira,Mar,NA
Fenobarbital 10 mg tabletas,La Guajira,Abr,NA
Fenobarbital 10 mg tabletas,La Guajira,May,NA
Fenobarbital 10 mg tabletas,La Guajira,Jun,NA
Fenobarbital 10 mg tabletas,La Guajira,Jul,NA
Fenobarbital 10 mg tabletas,La Guajira,Ago,NA
Fenobarbital 10 mg tabletas,La Guajira,Sep,NA
Fenobarbital 10 mg tabletas,La Guajira,Oct,NA
Fenobarbital 10 mg tabletas,La Guajira,Nov,NA
Fenobarbital 10 mg tabletas,La Guajira,Dic,NA
Fenobarbital 10 mg tabletas,Guainía,Ene,NA
Fenobarbital 10 mg tabletas,Guainía,Feb,NA
Fenobarbital 10 mg tabletas,Guainía,Mar,NA
Fenobarbital 10 mg tabletas,Guainía,Abr,NA
Fenobarbital 10 mg tabletas,Guainía,May,NA
Fenobarbital 10 mg tabletas,Guainía,Jun,NA
Fenobarbital 10 mg tabletas,Guainía,Jul,NA
Fenobarbital 10 mg tabletas,Guainía,Ago,NA
Fenobarbital 10 mg tabletas,Guainía,Sep,NA
Fenobarbital 10 mg tabletas,Guainía,Oct,NA
Fenobarbital 10 mg tabletas,Guainía,Nov,NA
Fenobarbital 10 mg tabletas,Guainía,Dic,NA
Fenobarbital 10 mg tabletas,Guaviare,Ene,NA
Fenobarbital 10 mg tabletas,Guaviare,Feb,NA
Fenobarbital 10 mg tabletas,Guaviare,Mar,NA
Fenobarbital 10 mg tabletas,Guaviare,Abr,NA
Fenobarbital 10 mg tabletas,Guaviare,May,NA
Fenobarbital 10 mg tabletas,Guaviare,Jun,NA
Fenobarbital 10 mg tabletas,Guaviare,Jul,NA
Fenobarbital 10 mg tabletas,Guaviare,Ago,NA
Fenobarbital 10 mg tabletas,Guaviare,Sep,NA
Fenobarbital 10 mg tabletas,Guaviare,Oct,NA
Fenobarbital 10 mg tabletas,Guaviare,Nov,NA
Fenobarbital 10 mg tabletas,Guaviare,Dic,NA
Fenobarbital 10 mg tabletas,Huila,Ene,0
Fenobarbital 10 mg tabletas,Huila,Feb,0
Fenobarbital 10 mg tabletas,Huila,Mar,0
Fenobarbital 10 mg tabletas,Huila,Abr,0
Fenobarbital 10 mg tabletas,Huila,May,0
Fenobarbital 10 mg tabletas,Huila,Jun,0
Fenobarbital 10 mg tabletas,Huila,Jul,0
Fenobarbital 10 mg tabletas,Huila,Ago,0
Fenobarbital 10 mg tabletas,Huila,Sep,NA
Fenobarbital 10 mg tabletas,Huila,Oct,NA
Fenobarbital 10 mg tabletas,Huila,Nov,NA
Fenobarbital 10 mg tabletas,Huila,Dic,NA
Fenobarbital 10 mg tabletas,Magdalena,Ene,NA
Fenobarbital 10 mg tabletas,Magdalena,Feb,NA
Fenobarbital 10 mg tabletas,Magdalena,Mar,NA
Fenobarbital 10 mg tabletas,Magdalena,Abr,NA
Fenobarbital 10 mg tabletas,Magdalena,May,NA
Fenobarbital 10 mg tabletas,Magdalena,Jun,NA
Fenobarbital 10 mg tabletas,Magdalena,Jul,NA
Fenobarbital 10 mg tabletas,Magdalena,Ago,NA
Fenobarbital 10 mg tabletas,Magdalena,Sep,NA
Fenobarbital 10 mg tabletas,Magdalena,Oct,NA
Fenobarbital 10 mg tabletas,Magdalena,Nov,NA
Fenobarbital 10 mg tabletas,Magdalena,Dic,NA
Fenobarbital 10 mg tabletas,Meta,Ene,2
Fenobarbital 10 mg tabletas,Meta,Feb,10
Fenobarbital 10 mg tabletas,Meta,Mar,5
Fenobarbital 10 mg tabletas,Meta,Abr,19
Fenobarbital 10 mg tabletas,Meta,May,16
Fenobarbital 10 mg tabletas,Meta,Jun,37
Fenobarbital 10 mg tabletas,Meta,Jul,84
Fenobarbital 10 mg tabletas,Meta,Ago,11
Fenobarbital 10 mg tabletas,Meta,Sep,NA
Fenobarbital 10 mg tabletas,Meta,Oct,NA
Fenobarbital 10 mg tabletas,Meta,Nov,NA
Fenobarbital 10 mg tabletas,Meta,Dic,NA
Fenobarbital 10 mg tabletas,Nariño,Ene,NA
Fenobarbital 10 mg tabletas,Nariño,Feb,NA
Fenobarbital 10 mg tabletas,Nariño,Mar,NA
Fenobarbital 10 mg tabletas,Nariño,Abr,NA
Fenobarbital 10 mg tabletas,Nariño,May,NA
Fenobarbital 10 mg tabletas,Nariño,Jun,NA
Fenobarbital 10 mg tabletas,Nariño,Jul,NA
Fenobarbital 10 mg tabletas,Nariño,Ago,NA
Fenobarbital 10 mg tabletas,Nariño,Sep,NA
Fenobarbital 10 mg tabletas,Nariño,Oct,NA
Fenobarbital 10 mg tabletas,Nariño,Nov,NA
Fenobarbital 10 mg tabletas,Nariño,Dic,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Ene,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Feb,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Mar,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Abr,NA
Fenobarbital 10 mg tabletas,Norte de Santander,May,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Jun,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Jul,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Ago,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Sep,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Oct,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Nov,NA
Fenobarbital 10 mg tabletas,Norte de Santander,Dic,NA
Fenobarbital 10 mg tabletas,Putumayo,Ene,NA
Fenobarbital 10 mg tabletas,Putumayo,Feb,NA
Fenobarbital 10 mg tabletas,Putumayo,Mar,NA
Fenobarbital 10 mg tabletas,Putumayo,Abr,NA
Fenobarbital 10 mg tabletas,Putumayo,May,NA
Fenobarbital 10 mg tabletas,Putumayo,Jun,NA
Fenobarbital 10 mg tabletas,Putumayo,Jul,NA
Fenobarbital 10 mg tabletas,Putumayo,Ago,NA
Fenobarbital 10 mg tabletas,Putumayo,Sep,NA
Fenobarbital 10 mg tabletas,Putumayo,Oct,NA
Fenobarbital 10 mg tabletas,Putumayo,Nov,NA
Fenobarbital 10 mg tabletas,Putumayo,Dic,NA
Fenobarbital 10 mg tabletas,Quindío,Ene,0
Fenobarbital 10 mg tabletas,Quindío,Feb,4
Fenobarbital 10 mg tabletas,Quindío,Mar,14
Fenobarbital 10 mg tabletas,Quindío,Abr,9
Fenobarbital 10 mg tabletas,Quindío,May,5
Fenobarbital 10 mg tabletas,Quindío,Jun,14
Fenobarbital 10 mg tabletas,Quindío,Jul,6
Fenobarbital 10 mg tabletas,Quindío,Ago,10
Fenobarbital 10 mg tabletas,Quindío,Sep,NA
Fenobarbital 10 mg tabletas,Quindío,Oct,NA
Fenobarbital 10 mg tabletas,Quindío,Nov,NA
Fenobarbital 10 mg tabletas,Quindío,Dic,NA
Fenobarbital 10 mg tabletas,Risaralda,Ene,2
Fenobarbital 10 mg tabletas,Risaralda,Feb,1
Fenobarbital 10 mg tabletas,Risaralda,Mar,2
Fenobarbital 10 mg tabletas,Risaralda,Abr,0
Fenobarbital 10 mg tabletas,Risaralda,May,0
Fenobarbital 10 mg tabletas,Risaralda,Jun,0
Fenobarbital 10 mg tabletas,Risaralda,Jul,5
Fenobarbital 10 mg tabletas,Risaralda,Ago,0
Fenobarbital 10 mg tabletas,Risaralda,Sep,NA
Fenobarbital 10 mg tabletas,Risaralda,Oct,NA
Fenobarbital 10 mg tabletas,Risaralda,Nov,NA
Fenobarbital 10 mg tabletas,Risaralda,Dic,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Ene,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Feb,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Mar,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Abr,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,May,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Jun,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Jul,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Ago,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Sep,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Oct,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Nov,NA
Fenobarbital 10 mg tabletas,San Andrés y Providencia,Dic,NA
Fenobarbital 10 mg tabletas,Santander,Ene,24
Fenobarbital 10 mg tabletas,Santander,Feb,46
Fenobarbital 10 mg tabletas,Santander,Mar,43
Fenobarbital 10 mg tabletas,Santander,Abr,49
Fenobarbital 10 mg tabletas,Santander,May,69
Fenobarbital 10 mg tabletas,Santander,Jun,22
Fenobarbital 10 mg tabletas,Santander,Jul,30
Fenobarbital 10 mg tabletas,Santander,Ago,117
Fenobarbital 10 mg tabletas,Santander,Sep,NA
Fenobarbital 10 mg tabletas,Santander,Oct,NA
Fenobarbital 10 mg tabletas,Santander,Nov,NA
Fenobarbital 10 mg tabletas,Santander,Dic,NA
Fenobarbital 10 mg tabletas,Sucre,Ene,1
Fenobarbital 10 mg tabletas,Sucre,Feb,0
Fenobarbital 10 mg tabletas,Sucre,Mar,0
Fenobarbital 10 mg tabletas,Sucre,Abr,0
Fenobarbital 10 mg tabletas,Sucre,May,0
Fenobarbital 10 mg tabletas,Sucre,Jun,20
Fenobarbital 10 mg tabletas,Sucre,Jul,0
Fenobarbital 10 mg tabletas,Sucre,Ago,0
Fenobarbital 10 mg tabletas,Sucre,Sep,NA
Fenobarbital 10 mg tabletas,Sucre,Oct,NA
Fenobarbital 10 mg tabletas,Sucre,Nov,NA
Fenobarbital 10 mg tabletas,Sucre,Dic,NA
Fenobarbital 10 mg tabletas,Tolima,Ene,0
Fenobarbital 10 mg tabletas,Tolima,Feb,0
Fenobarbital 10 mg tabletas,Tolima,Mar,40
Fenobarbital 10 mg tabletas,Tolima,Abr,0
Fenobarbital 10 mg tabletas,Tolima,May,0
Fenobarbital 10 mg tabletas,Tolima,Jun,24
Fenobarbital 10 mg tabletas,Tolima,Jul,15
Fenobarbital 10 mg tabletas,Tolima,Ago,8
Fenobarbital 10 mg tabletas,Tolima,Sep,NA
Fenobarbital 10 mg tabletas,Tolima,Oct,NA
Fenobarbital 10 mg tabletas,Tolima,Nov,NA
Fenobarbital 10 mg tabletas,Tolima,Dic,NA
Fenobarbital 10 mg tabletas,Valle del Cauca,Ene,15
Fenobarbital 10 mg tabletas,Valle del Cauca,Feb,0
Fenobarbital 10 mg tabletas,Valle del Cauca,Mar,21
Fenobarbital 10 mg tabletas,Valle del Cauca,Abr,105
Fenobarbital 10 mg tabletas,Valle del Cauca,May,21
Fenobarbital 10 mg tabletas,Valle del Cauca,Jun,22
Fenobarbital 10 mg tabletas,Valle del Cauca,Jul,40
Fenobarbital 10 mg tabletas,Valle del Cauca,Ago,42
Fenobarbital 10 mg tabletas,Valle del Cauca,Sep,NA
Fenobarbital 10 mg tabletas,Valle del Cauca,Oct,NA
Fenobarbital 10 mg tabletas,Valle del Cauca,Nov,NA
Fenobarbital 10 mg tabletas,Valle del Cauca,Dic,NA
Fenobarbital 10 mg tabletas,Vaupés,Ene,NA
Fenobarbital 10 mg tabletas,Vaupés,Feb,NA
Fenobarbital 10 mg tabletas,Vaupés,Mar,NA
Fenobarbital 10 mg tabletas,Vaupés,Abr,NA
Fenobarbital 10 mg tabletas,Vaupés,May,NA
Fenobarbital 10 mg tabletas,Vaupés,Jun,NA
Fenobarbital 10 mg tabletas,Vaupés,Jul,NA
Fenobarbital 10 mg tabletas,Vaupés,Ago,NA
Fenobarbital 10 mg tabletas,Vaupés,Sep,NA
Fenobarbital 10 mg tabletas,Vaupés,Oct,NA
Fenobarbital 10 mg tabletas,Vaupés,Nov,NA
Fenobarbital 10 mg tabletas,Vaupés,Dic,NA
Fenobarbital 10 mg tabletas,Vichada,Ene,NA
Fenobarbital 10 mg tabletas,Vichada,Feb,NA
Fenobarbital 10 mg tabletas,Vichada,Mar,NA
Fenobarbital 10 mg tabletas,Vichada,Abr,NA
Fenobarbital 10 mg tabletas,Vichada,May,NA
Fenobarbital 10 mg tabletas,Vichada,Jun,NA
Fenobarbital 10 mg tabletas,Vichada,Jul,NA
Fenobarbital 10 mg tabletas,Vichada,Ago,NA
Fenobarbital 10 mg tabletas,Vichada,Sep,NA
Fenobarbital 10 mg tabletas,Vichada,Oct,NA
Fenobarbital 10 mg tabletas,Vichada,Nov,NA
Fenobarbital 10 mg tabletas,Vichada,Dic,NA
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Ene,266
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Feb,225
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Mar,258
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Abr,253
Fenobarbital 10 mg tabletas,Santafé de Bogotá,May,200
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Jun,275
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Jul,229
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Ago,208
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Sep,459
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Oct,NA
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Nov,NA
Fenobarbital 10 mg tabletas,Santafé de Bogotá,Dic,NA
Fenobarbital 50 mg tabletas,Amazonas,Ene,NA
Fenobarbital 50 mg tabletas,Amazonas,Feb,NA
Fenobarbital 50 mg tabletas,Amazonas,Mar,NA
Fenobarbital 50 mg tabletas,Amazonas,Abr,NA
Fenobarbital 50 mg tabletas,Amazonas,May,NA
Fenobarbital 50 mg tabletas,Amazonas,Jun,NA
Fenobarbital 50 mg tabletas,Amazonas,Jul,NA
Fenobarbital 50 mg tabletas,Amazonas,Ago,NA
Fenobarbital 50 mg tabletas,Amazonas,Sep,NA
Fenobarbital 50 mg tabletas,Amazonas,Oct,NA
Fenobarbital 50 mg tabletas,Amazonas,Nov,NA
Fenobarbital 50 mg tabletas,Amazonas,Dic,NA
Fenobarbital 50 mg tabletas,Antioquia,Ene,38
Fenobarbital 50 mg tabletas,Antioquia,Feb,19
Fenobarbital 50 mg tabletas,Antioquia,Mar,47
Fenobarbital 50 mg tabletas,Antioquia,Abr,10
Fenobarbital 50 mg tabletas,Antioquia,May,53
Fenobarbital 50 mg tabletas,Antioquia,Jun,13
Fenobarbital 50 mg tabletas,Antioquia,Jul,42
Fenobarbital 50 mg tabletas,Antioquia,Ago,13
Fenobarbital 50 mg tabletas,Antioquia,Sep,77
Fenobarbital 50 mg tabletas,Antioquia,Oct,NA
Fenobarbital 50 mg tabletas,Antioquia,Nov,NA
Fenobarbital 50 mg tabletas,Antioquia,Dic,NA
Fenobarbital 50 mg tabletas,Arauca,Ene,5
Fenobarbital 50 mg tabletas,Arauca,Feb,7
Fenobarbital 50 mg tabletas,Arauca,Mar,6
Fenobarbital 50 mg tabletas,Arauca,Abr,3
Fenobarbital 50 mg tabletas,Arauca,May,5
Fenobarbital 50 mg tabletas,Arauca,Jun,1
Fenobarbital 50 mg tabletas,Arauca,Jul,10
Fenobarbital 50 mg tabletas,Arauca,Ago,3
Fenobarbital 50 mg tabletas,Arauca,Sep,NA
Fenobarbital 50 mg tabletas,Arauca,Oct,NA
Fenobarbital 50 mg tabletas,Arauca,Nov,NA
Fenobarbital 50 mg tabletas,Arauca,Dic,NA
Fenobarbital 50 mg tabletas,Atlántico,Ene,25
Fenobarbital 50 mg tabletas,Atlántico,Feb,24
Fenobarbital 50 mg tabletas,Atlántico,Mar,78
Fenobarbital 50 mg tabletas,Atlántico,Abr,41
Fenobarbital 50 mg tabletas,Atlántico,May,27
Fenobarbital 50 mg tabletas,Atlántico,Jun,33
Fenobarbital 50 mg tabletas,Atlántico,Jul,33
Fenobarbital 50 mg tabletas,Atlántico,Ago,30
Fenobarbital 50 mg tabletas,Atlántico,Sep,NA
Fenobarbital 50 mg tabletas,Atlántico,Oct,NA
Fenobarbital 50 mg tabletas,Atlántico,Nov,NA
Fenobarbital 50 mg tabletas,Atlántico,Dic,NA
Fenobarbital 50 mg tabletas,Bolívar,Ene,2
Fenobarbital 50 mg tabletas,Bolívar,Feb,5
Fenobarbital 50 mg tabletas,Bolívar,Mar,2
Fenobarbital 50 mg tabletas,Bolívar,Abr,3
Fenobarbital 50 mg tabletas,Bolívar,May,11
Fenobarbital 50 mg tabletas,Bolívar,Jun,3
Fenobarbital 50 mg tabletas,Bolívar,Jul,3
Fenobarbital 50 mg tabletas,Bolívar,Ago,2
Fenobarbital 50 mg tabletas,Bolívar,Sep,NA
Fenobarbital 50 mg tabletas,Bolívar,Oct,NA
Fenobarbital 50 mg tabletas,Bolívar,Nov,NA
Fenobarbital 50 mg tabletas,Bolívar,Dic,NA
Fenobarbital 50 mg tabletas,Boyacá,Ene,1
Fenobarbital 50 mg tabletas,Boyacá,Feb,6
Fenobarbital 50 mg tabletas,Boyacá,Mar,19
Fenobarbital 50 mg tabletas,Boyacá,Abr,15
Fenobarbital 50 mg tabletas,Boyacá,May,10
Fenobarbital 50 mg tabletas,Boyacá,Jun,19
Fenobarbital 50 mg tabletas,Boyacá,Jul,46
Fenobarbital 50 mg tabletas,Boyacá,Ago,0
Fenobarbital 50 mg tabletas,Boyacá,Sep,NA
Fenobarbital 50 mg tabletas,Boyacá,Oct,NA
Fenobarbital 50 mg tabletas,Boyacá,Nov,NA
Fenobarbital 50 mg tabletas,Boyacá,Dic,NA
Fenobarbital 50 mg tabletas,Caldas,Ene,10
Fenobarbital 50 mg tabletas,Caldas,Feb,11
Fenobarbital 50 mg tabletas,Caldas,Mar,32
Fenobarbital 50 mg tabletas,Caldas,Abr,14
Fenobarbital 50 mg tabletas,Caldas,May,3
Fenobarbital 50 mg tabletas,Caldas,Jun,0
Fenobarbital 50 mg tabletas,Caldas,Jul,14
Fenobarbital 50 mg tabletas,Caldas,Ago,6
Fenobarbital 50 mg tabletas,Caldas,Sep,NA
Fenobarbital 50 mg tabletas,Caldas,Oct,NA
Fenobarbital 50 mg tabletas,Caldas,Nov,NA
Fenobarbital 50 mg tabletas,Caldas,Dic,NA
Fenobarbital 50 mg tabletas,Caquetá,Ene,2
Fenobarbital 50 mg tabletas,Caquetá,Feb,0
Fenobarbital 50 mg tabletas,Caquetá,Mar,25
Fenobarbital 50 mg tabletas,Caquetá,Abr,0
Fenobarbital 50 mg tabletas,Caquetá,May,0
Fenobarbital 50 mg tabletas,Caquetá,Jun,0
Fenobarbital 50 mg tabletas,Caquetá,Jul,3
Fenobarbital 50 mg tabletas,Caquetá,Ago,1
Fenobarbital 50 mg tabletas,Caquetá,Sep,NA
Fenobarbital 50 mg tabletas,Caquetá,Oct,NA
Fenobarbital 50 mg tabletas,Caquetá,Nov,NA
Fenobarbital 50 mg tabletas,Caquetá,Dic,NA
Fenobarbital 50 mg tabletas,Casanare,Ene,0
Fenobarbital 50 mg tabletas,Casanare,Feb,12
Fenobarbital 50 mg tabletas,Casanare,Mar,27
Fenobarbital 50 mg tabletas,Casanare,Abr,6
Fenobarbital 50 mg tabletas,Casanare,May,12
Fenobarbital 50 mg tabletas,Casanare,Jun,6
Fenobarbital 50 mg tabletas,Casanare,Jul,8
Fenobarbital 50 mg tabletas,Casanare,Ago,0
Fenobarbital 50 mg tabletas,Casanare,Sep,NA
Fenobarbital 50 mg tabletas,Casanare,Oct,NA
Fenobarbital 50 mg tabletas,Casanare,Nov,NA
Fenobarbital 50 mg tabletas,Casanare,Dic,NA
Fenobarbital 50 mg tabletas,Cauca,Ene,9
Fenobarbital 50 mg tabletas,Cauca,Feb,3
Fenobarbital 50 mg tabletas,Cauca,Mar,15.5
Fenobarbital 50 mg tabletas,Cauca,Abr,6
Fenobarbital 50 mg tabletas,Cauca,May,19
Fenobarbital 50 mg tabletas,Cauca,Jun,29
Fenobarbital 50 mg tabletas,Cauca,Jul,5.5
Fenobarbital 50 mg tabletas,Cauca,Ago,15
Fenobarbital 50 mg tabletas,Cauca,Sep,NA
Fenobarbital 50 mg tabletas,Cauca,Oct,NA
Fenobarbital 50 mg tabletas,Cauca,Nov,NA
Fenobarbital 50 mg tabletas,Cauca,Dic,NA
Fenobarbital 50 mg tabletas,Cesar,Ene,19
Fenobarbital 50 mg tabletas,Cesar,Feb,9
Fenobarbital 50 mg tabletas,Cesar,Mar,0
Fenobarbital 50 mg tabletas,Cesar,Abr,8
Fenobarbital 50 mg tabletas,Cesar,May,12
Fenobarbital 50 mg tabletas,Cesar,Jun,0
Fenobarbital 50 mg tabletas,Cesar,Jul,8
Fenobarbital 50 mg tabletas,Cesar,Ago,16
Fenobarbital 50 mg tabletas,Cesar,Sep,NA
Fenobarbital 50 mg tabletas,Cesar,Oct,NA
Fenobarbital 50 mg tabletas,Cesar,Nov,NA
Fenobarbital 50 mg tabletas,Cesar,Dic,NA
Fenobarbital 50 mg tabletas,Chocó,Ene,NA
Fenobarbital 50 mg tabletas,Chocó,Feb,NA
Fenobarbital 50 mg tabletas,Chocó,Mar,NA
Fenobarbital 50 mg tabletas,Chocó,Abr,NA
Fenobarbital 50 mg tabletas,Chocó,May,NA
Fenobarbital 50 mg tabletas,Chocó,Jun,NA
Fenobarbital 50 mg tabletas,Chocó,Jul,NA
Fenobarbital 50 mg tabletas,Chocó,Ago,NA
Fenobarbital 50 mg tabletas,Chocó,Sep,NA
Fenobarbital 50 mg tabletas,Chocó,Oct,NA
Fenobarbital 50 mg tabletas,Chocó,Nov,NA
Fenobarbital 50 mg tabletas,Chocó,Dic,NA
Fenobarbital 50 mg tabletas,Córdoba,Ene,NA
Fenobarbital 50 mg tabletas,Córdoba,Feb,NA
Fenobarbital 50 mg tabletas,Córdoba,Mar,NA
